Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,VDOP,Fix type (GPS),SVs Used,Carrier Range Status,RTK Fix Type
106,18:24:36.000 08/15/2024,41.88659033,-87.65788233,148.800,1.6,1.0,1.3,3D,16,0,No Fix
107,18:24:37.000 08/15/2024,41.88658933,-87.65786700,148.900,1.6,1.0,1.3,3D,16,0,No Fix
108,18:24:38.000 08/15/2024,41.88658850,-87.65785117,148.900,1.6,1.0,1.3,3D,16,0,No Fix
109,18:24:39.000 08/15/2024,41.88658800,-87.65783517,148.900,1.6,1.0,1.3,3D,16,0,No Fix
110,18:24:40.000 08/15/2024,41.88658783,-87.65781933,148.900,1.6,0.8,1.3,3D,16,0,No Fix
111,18:24:41.000 08/15/2024,41.88658833,-87.65780317,148.700,1.5,0.8,1.3,3D,17,0,No Fix
112,18:24:42.000 08/15/2024,41.88658850,-87.65778783,148.600,1.5,0.8,1.3,3D,17,0,No Fix
113,18:24:43.000 08/15/2024,41.88658933,-87.65777350,148.700,1.5,0.8,1.3,3D,17,0,No Fix
114,18:24:44.000 08/15/2024,41.88658983,-87.65776033,148.800,1.5,0.7,1.3,3D,18,0,No Fix
115,18:24:45.000 08/15/2024,41.88658950,-87.65774750,148.900,1.5,0.7,1.3,3D,18,0,No Fix
116,18:24:46.000 08/15/2024,41.88658850,-87.65773383,149.000,1.5,0.7,1.3,3D,18,0,No Fix
117,18:24:47.000 08/15/2024,41.88658750,-87.65771967,149.000,1.5,0.7,1.3,3D,18,0,No Fix
118,18:24:48.000 08/15/2024,41.88658700,-87.65770567,148.900,1.5,0.7,1.3,3D,18,0,No Fix
119,18:24:49.000 08/15/2024,41.88658700,-87.65769150,148.900,1.5,0.7,1.3,3D,19,0,No Fix
120,18:24:50.000 08/15/2024,41.88658683,-87.65767717,149.000,1.3,0.7,1.1,3D,19,0,No Fix
121,18:24:51.000 08/15/2024,41.88658633,-87.65766283,149.000,1.5,0.7,1.3,3D,19,0,No Fix
122,18:24:52.000 08/15/2024,41.88658633,-87.65764917,149.000,1.5,0.7,1.3,3D,19,0,No Fix
123,18:24:53.000 08/15/2024,41.88658683,-87.65763550,148.900,1.5,0.7,1.3,3D,19,0,No Fix
124,18:24:54.000 08/15/2024,41.88658817,-87.65762133,148.900,1.5,0.8,1.3,3D,18,0,No Fix
125,18:24:55.000 08/15/2024,41.88658933,-87.65760717,149.000,1.5,0.7,1.3,3D,18,0,No Fix
126,18:24:56.000 08/15/2024,41.88658967,-87.65759300,149.100,1.5,0.7,1.3,3D,19,0,No Fix
127,18:24:57.000 08/15/2024,41.88658900,-87.65757900,149.100,1.5,0.7,1.3,3D,19,0,No Fix
128,18:24:58.000 08/15/2024,41.88658817,-87.65756533,149.000,1.5,0.7,1.3,3D,18,0,No Fix
129,18:24:59.000 08/15/2024,41.88658767,-87.65755117,149.000,1.5,0.7,1.3,3D,18,0,No Fix
130,18:25:00.000 08/15/2024,41.88658767,-87.65753733,149.100,1.5,0.7,1.3,3D,18,0,No Fix
131,18:25:01.000 08/15/2024,41.88658750,-87.65752350,149.100,1.5,0.7,1.3,3D,18,0,No Fix
132,18:25:02.000 08/15/2024,41.88658750,-87.65750950,149.000,1.5,0.7,1.3,3D,18,0,No Fix
133,18:25:03.000 08/15/2024,41.88658783,-87.65749533,148.900,1.5,0.8,1.3,3D,18,0,No Fix
134,18:25:04.000 08/15/2024,41.88658883,-87.65748133,148.900,1.5,0.7,1.3,3D,19,0,No Fix
135,18:25:05.000 08/15/2024,41.88658950,-87.65746767,149.000,1.5,0.7,1.3,3D,19,0,No Fix
136,18:25:06.000 08/15/2024,41.88658967,-87.65745367,149.100,1.5,0.7,1.3,3D,19,0,No Fix
137,18:25:07.000 08/15/2024,41.88658933,-87.65744000,149.100,1.5,0.7,1.3,3D,19,0,No Fix
138,18:25:08.000 08/15/2024,41.88658917,-87.65742667,149.000,1.3,0.7,1.1,3D,21,0,No Fix
139,18:25:09.000 08/15/2024,41.88658933,-87.65741367,149.000,1.4,0.7,1.2,3D,20,0,No Fix
140,18:25:10.000 08/15/2024,41.88658967,-87.65740033,149.000,1.4,0.7,1.2,3D,20,0,No Fix
141,18:25:11.000 08/15/2024,41.88659017,-87.65738667,149.000,1.4,0.7,1.2,3D,20,0,No Fix
142,18:25:12.000 08/15/2024,41.88659083,-87.65737367,149.000,1.4,0.7,1.2,3D,20,0,No Fix
143,18:25:13.000 08/15/2024,41.88659167,-87.65736050,148.900,1.4,0.7,1.2,3D,20,0,No Fix
144,18:25:14.000 08/15/2024,41.88659267,-87.65734650,148.900,1.4,0.7,1.2,3D,20,0,No Fix
145,18:25:15.000 08/15/2024,41.88659333,-87.65733200,149.000,1.4,0.7,1.2,3D,20,0,No Fix
146,18:25:16.000 08/15/2024,41.88659383,-87.65731767,149.100,1.3,0.7,1.1,3D,21,0,No Fix
147,18:25:17.000 08/15/2024,41.88659400,-87.65730367,149.100,1.3,0.7,1.1,3D,21,0,No Fix
148,18:25:18.000 08/15/2024,41.88659350,-87.65728983,149.000,1.3,0.7,1.1,3D,21,0,No Fix
149,18:25:19.000 08/15/2024,41.88659333,-87.65727633,149.000,1.4,0.7,1.2,3D,20,0,No Fix
150,18:25:20.000 08/15/2024,41.88659367,-87.65726217,149.000,1.4,0.7,1.2,3D,20,0,No Fix
151,18:25:21.000 08/15/2024,41.88659417,-87.65724767,149.100,1.4,0.7,1.2,3D,20,0,No Fix
152,18:25:22.000 08/15/2024,41.88659483,-87.65723317,149.100,1.2,0.7,1.1,3D,20,0,No Fix
153,18:25:23.000 08/15/2024,41.88659567,-87.65721850,149.000,1.2,0.7,1.1,3D,20,0,No Fix
154,18:25:24.000 08/15/2024,41.88659667,-87.65720350,148.900,1.2,0.7,1.1,3D,20,0,No Fix
155,18:25:25.000 08/15/2024,41.88659700,-87.65718883,148.900,1.2,0.7,1.1,3D,20,0,No Fix
156,18:25:26.000 08/15/2024,41.88659717,-87.65717400,148.900,1.2,0.7,1.1,3D,20,0,No Fix
157,18:25:27.000 08/15/2024,41.88659700,-87.65715933,149.000,1.2,0.7,1.1,3D,20,0,No Fix
158,18:25:28.000 08/15/2024,41.88659583,-87.65714533,149.000,1.2,0.7,1.1,3D,20,0,No Fix
159,18:25:29.000 08/15/2024,41.88659450,-87.65713133,149.000,1.2,0.7,1.1,3D,21,0,No Fix
160,18:25:30.000 08/15/2024,41.88659333,-87.65711767,148.900,1.2,0.7,1.1,3D,21,0,No Fix
161,18:25:31.000 08/15/2024,41.88659233,-87.65710433,148.800,1.2,0.7,1.1,3D,21,0,No Fix
162,18:25:32.000 08/15/2024,41.88659150,-87.65708967,148.800,1.2,0.7,1.1,3D,21,0,No Fix
163,18:25:33.000 08/15/2024,41.88659117,-87.65707417,148.800,1.2,0.7,1.1,3D,21,0,No Fix
164,18:25:34.000 08/15/2024,41.88659117,-87.65705933,148.900,1.2,0.6,1.0,3D,22,0,No Fix
165,18:25:35.000 08/15/2024,41.88659150,-87.65704500,149.000,1.2,0.6,1.0,3D,22,0,No Fix
166,18:25:36.000 08/15/2024,41.88659183,-87.65703033,148.900,1.2,0.6,1.0,3D,22,0,No Fix
167,18:25:37.000 08/15/2024,41.88659283,-87.65701567,148.800,1.2,0.6,1.0,3D,22,0,No Fix
168,18:25:38.000 08/15/2024,41.88659417,-87.65700150,148.700,1.2,0.6,1.0,3D,22,0,No Fix
169,18:25:39.000 08/15/2024,41.88659500,-87.65698750,148.700,1.2,0.6,1.0,3D,22,0,No Fix
170,18:25:40.000 08/15/2024,41.88659550,-87.65697333,148.700,1.2,0.6,1.0,3D,22,0,No Fix
171,18:25:41.000 08/15/2024,41.88659583,-87.65695967,148.700,1.2,0.6,1.0,3D,22,0,No Fix
172,18:25:42.000 08/15/2024,41.88659633,-87.65694667,148.600,1.2,0.6,1.0,3D,22,0,No Fix
173,18:25:43.000 08/15/2024,41.88659750,-87.65693383,148.500,1.2,0.6,1.0,3D,22,0,No Fix
174,18:25:44.000 08/15/2024,41.88659900,-87.65692017,148.400,1.2,0.6,1.0,3D,22,0,No Fix
175,18:25:45.000 08/15/2024,41.88660083,-87.65690583,148.300,1.3,0.7,1.1,3D,21,0,No Fix
176,18:25:46.000 08/15/2024,41.88660300,-87.65689117,148.200,1.3,0.7,1.1,3D,21,0,No Fix
177,18:25:47.000 08/15/2024,41.88660383,-87.65687633,148.100,1.3,0.7,1.1,3D,21,0,No Fix
178,18:25:48.000 08/15/2024,41.88660333,-87.65686150,148.000,1.3,0.7,1.1,3D,21,0,No Fix
179,18:25:49.000 08/15/2024,41.88660317,-87.65684567,148.000,1.2,0.6,1.0,3D,22,0,No Fix
180,18:25:50.000 08/15/2024,41.88660283,-87.65683033,148.000,1.2,0.6,1.0,3D,22,0,No Fix
181,18:25:51.000 08/15/2024,41.88660233,-87.65681567,148.000,1.2,0.6,1.0,3D,22,0,No Fix
182,18:25:52.000 08/15/2024,41.88660200,-87.65680067,148.000,1.2,0.6,1.0,3D,22,0,No Fix
183,18:25:53.000 08/15/2024,41.88660133,-87.65678550,148.000,1.2,0.6,1.0,3D,22,0,No Fix
184,18:25:54.000 08/15/2024,41.88660100,-87.65677100,147.900,1.2,0.6,1.0,3D,22,0,No Fix
185,18:25:55.000 08/15/2024,41.88660067,-87.65675650,147.800,1.2,0.6,1.0,3D,22,0,No Fix
186,18:25:56.000 08/15/2024,41.88660017,-87.65674217,147.800,1.2,0.6,1.0,3D,22,0,No Fix
187,18:25:57.000 08/15/2024,41.88660000,-87.65672750,147.800,1.1,0.6,0.9,3D,22,0,No Fix
188,18:25:58.000 08/15/2024,41.88659983,-87.65671217,147.800,1.2,0.7,1.0,3D,20,0,No Fix
189,18:25:59.000 08/15/2024,41.88659883,-87.65669733,147.900,1.2,0.7,1.0,3D,20,0,No Fix
190,18:26:00.000 08/15/2024,41.88659800,-87.65668333,148.000,1.2,0.7,1.0,3D,20,0,No Fix
191,18:26:01.000 08/15/2024,41.88659767,-87.65667017,148.000,1.2,0.7,1.0,3D,20,0,No Fix
192,18:26:02.000 08/15/2024,41.88659717,-87.65665817,147.900,1.2,0.7,1.0,3D,20,0,No Fix
193,18:26:03.000 08/15/2024,41.88659700,-87.65664633,147.900,1.2,0.7,1.0,3D,20,0,No Fix
194,18:26:04.000 08/15/2024,41.88659533,-87.65663433,147.800,1.2,0.7,1.0,3D,20,0,No Fix
195,18:26:05.000 08/15/2024,41.88659417,-87.65662150,147.800,1.3,0.7,1.1,3D,20,0,No Fix
196,18:26:06.000 08/15/2024,41.88659333,-87.65660783,147.600,1.3,0.7,1.1,3D,19,0,No Fix
197,18:26:07.000 08/15/2024,41.88659317,-87.65659367,147.400,1.3,0.7,1.1,3D,19,0,No Fix
198,18:26:08.000 08/15/2024,41.88659300,-87.65657950,147.400,1.3,0.7,1.1,3D,18,0,No Fix
199,18:26:09.000 08/15/2024,41.88659350,-87.65656617,147.600,1.3,0.7,1.1,3D,17,0,No Fix
200,18:26:10.000 08/15/2024,41.88659433,-87.65655233,147.700,1.4,0.8,1.1,3D,18,0,No Fix
201,18:26:11.000 08/15/2024,41.88659517,-87.65653833,147.700,1.4,0.8,1.1,3D,18,0,No Fix
202,18:26:12.000 08/15/2024,41.88659617,-87.65652450,147.700,1.4,0.9,1.1,3D,17,0,No Fix
203,18:26:13.000 08/15/2024,41.88659667,-87.65651083,147.900,1.3,0.7,1.1,3D,19,0,No Fix
204,18:26:14.000 08/15/2024,41.88659617,-87.65649733,147.900,1.3,0.7,1.1,3D,17,0,No Fix
205,18:26:15.000 08/15/2024,41.88659550,-87.65648367,147.700,1.3,0.7,1.1,3D,17,0,No Fix
206,18:26:16.000 08/15/2024,41.88659617,-87.65647000,147.600,1.3,0.7,1.1,3D,19,0,No Fix
207,18:26:17.000 08/15/2024,41.88659733,-87.65645633,147.700,1.3,0.7,1.1,3D,19,0,No Fix
208,18:26:18.000 08/15/2024,41.88659833,-87.65644317,147.600,1.4,0.8,1.1,3D,18,0,No Fix
209,18:26:19.000 08/15/2024,41.88660050,-87.65643017,147.700,1.5,0.8,1.3,3D,16,0,No Fix
210,18:26:20.000 08/15/2024,41.88660150,-87.65641683,147.600,1.3,0.7,1.1,3D,19,0,No Fix
211,18:26:21.000 08/15/2024,41.88660350,-87.65640450,147.600,1.5,0.8,1.3,3D,18,0,No Fix
212,18:26:22.000 08/15/2024,41.88660483,-87.65639133,147.700,1.5,0.8,1.3,3D,18,0,No Fix
213,18:26:23.000 08/15/2024,41.88660650,-87.65637850,147.900,1.5,0.8,1.3,3D,19,0,No Fix
214,18:26:24.000 08/15/2024,41.88660750,-87.65636650,147.900,1.7,0.9,1.4,3D,17,0,No Fix
215,18:26:25.000 08/15/2024,41.88660817,-87.65635383,147.700,1.4,0.8,1.2,3D,16,0,No Fix
216,18:26:26.000 08/15/2024,41.88660917,-87.65634067,147.500,1.7,1.0,1.4,3D,15,0,No Fix
217,18:26:27.000 08/15/2024,41.88661083,-87.65632717,147.600,1.4,0.8,1.2,3D,16,0,No Fix
218,18:26:28.000 08/15/2024,41.88661267,-87.65631317,147.700,1.4,0.8,1.2,3D,16,0,No Fix
219,18:26:29.000 08/15/2024,41.88661467,-87.65629883,147.600,1.7,0.9,1.4,3D,15,0,No Fix
220,18:26:30.000 08/15/2024,41.88661750,-87.65628600,147.400,1.5,0.8,1.3,3D,17,0,No Fix
221,18:26:31.000 08/15/2024,41.88662067,-87.65627450,147.400,1.5,0.8,1.3,3D,16,0,No Fix
222,18:26:32.000 08/15/2024,41.88662167,-87.65626367,147.500,1.4,0.8,1.2,3D,15,0,No Fix
223,18:26:33.000 08/15/2024,41.88662183,-87.65625417,147.600,1.3,0.7,1.1,3D,18,0,No Fix
224,18:26:34.000 08/15/2024,41.88662233,-87.65624300,147.700,1.5,0.9,1.2,3D,16,0,No Fix
225,18:26:35.000 08/15/2024,41.88662350,-87.65623050,147.800,1.7,0.9,1.4,3D,15,0,No Fix
226,18:26:36.000 08/15/2024,41.88662433,-87.65621800,147.700,1.4,0.8,1.2,3D,15,0,No Fix
227,18:26:37.000 08/15/2024,41.88662433,-87.65620467,147.700,1.4,0.8,1.2,3D,15,0,No Fix
228,18:26:38.000 08/15/2024,41.88662383,-87.65619033,147.900,1.4,0.8,1.1,3D,16,0,No Fix
229,18:26:39.000 08/15/2024,41.88662383,-87.65617567,148.100,1.5,0.8,1.2,3D,16,0,No Fix
230,18:26:40.000 08/15/2024,41.88662283,-87.65616150,148.100,1.5,0.8,1.2,3D,15,0,No Fix
231,18:26:41.000 08/15/2024,41.88662233,-87.65614750,148.100,1.5,0.8,1.2,3D,15,0,No Fix
232,18:26:42.000 08/15/2024,41.88662300,-87.65613317,148.300,1.3,0.8,1.1,3D,18,0,No Fix
233,18:26:43.000 08/15/2024,41.88662367,-87.65611900,148.400,1.6,0.9,1.4,3D,17,0,No Fix
234,18:26:44.000 08/15/2024,41.88662400,-87.65610517,148.400,1.3,0.8,1.0,3D,17,0,No Fix
235,18:26:45.000 08/15/2024,41.88662467,-87.65609200,148.300,1.3,0.8,1.0,3D,17,0,No Fix
236,18:26:46.000 08/15/2024,41.88662550,-87.65607867,148.300,1.6,0.9,1.4,3D,16,0,No Fix
237,18:26:47.000 08/15/2024,41.88662517,-87.65606483,148.400,1.6,0.9,1.4,3D,16,0,No Fix
