Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
40,19:02:55.000 08/15/2024,41.88774817,-87.65902700,148.800,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,16,1
41,19:02:56.000 08/15/2024,41.88774850,-87.65902567,148.800,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,16,1
42,19:02:57.000 08/15/2024,41.88774867,-87.65902483,148.600,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,16,1
43,19:02:58.000 08/15/2024,41.88774850,-87.65902400,148.500,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,16,1
44,19:02:59.000 08/15/2024,41.88774833,-87.65902283,148.500,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,16,1
45,19:03:00.000 08/15/2024,41.88774783,-87.65902167,148.500,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
46,19:03:01.000 08/15/2024,41.88774800,-87.65902250,148.500,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
47,19:03:02.000 08/15/2024,41.88774783,-87.65902300,148.400,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
48,19:03:03.000 08/15/2024,41.88774750,-87.65902267,148.400,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
49,19:03:04.000 08/15/2024,41.88774767,-87.65902300,148.400,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
50,19:03:05.000 08/15/2024,41.88774750,-87.65902333,148.300,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
51,19:03:06.000 08/15/2024,41.88774700,-87.65902233,148.300,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
52,19:03:07.000 08/15/2024,41.88774717,-87.65902383,148.300,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,19,1
53,19:03:08.000 08/15/2024,41.88774917,-87.65902683,148.200,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,19,1
54,19:03:09.000 08/15/2024,41.88775100,-87.65902950,148.200,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
55,19:03:10.000 08/15/2024,41.88775350,-87.65903183,148.200,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
56,19:03:11.000 08/15/2024,41.88775633,-87.65903450,148.100,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
57,19:03:12.000 08/15/2024,41.88775883,-87.65903717,148.000,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
58,19:03:13.000 08/15/2024,41.88775967,-87.65903733,147.900,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
59,19:03:14.000 08/15/2024,41.88775667,-87.65903733,147.800,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,20,1
60,19:03:15.000 08/15/2024,41.88775167,-87.65903700,147.400,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
61,19:03:16.000 08/15/2024,41.88774917,-87.65903617,146.900,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
62,19:03:17.000 08/15/2024,41.88774867,-87.65903567,146.700,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,23,1
63,19:03:18.000 08/15/2024,41.88774883,-87.65903533,146.600,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
64,19:03:19.000 08/15/2024,41.88774883,-87.65903500,146.700,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
65,19:03:20.000 08/15/2024,41.88774917,-87.65903500,146.700,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
66,19:03:21.000 08/15/2024,41.88774950,-87.65903483,146.700,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
67,19:03:22.000 08/15/2024,41.88774983,-87.65903483,146.700,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
68,19:03:23.000 08/15/2024,41.88775017,-87.65903483,146.700,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
69,19:03:24.000 08/15/2024,41.88775167,-87.65903200,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,2
70,19:03:25.000 08/15/2024,41.88775183,-87.65903183,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,2
71,19:03:26.000 08/15/2024,41.88775167,-87.65903167,146.900,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
72,19:03:27.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
73,19:03:28.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
74,19:03:29.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
75,19:03:30.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
76,19:03:31.000 08/15/2024,41.88775183,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
77,19:03:32.000 08/15/2024,41.88775183,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
78,19:03:33.000 08/15/2024,41.88775183,-87.65903150,146.800,1.4,0.7,3D,Yes,,,,,,1.2,,Yes,23,1
79,19:03:34.000 08/15/2024,41.88775183,-87.65903150,146.800,1.4,0.7,3D,Yes,,,,,,1.2,,Yes,23,1
80,19:03:35.000 08/15/2024,41.88775183,-87.65903150,146.800,1.4,0.7,3D,Yes,,,,,,1.2,,Yes,24,1
81,19:03:36.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
82,19:03:37.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
83,19:03:38.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
84,19:03:39.000 08/15/2024,41.88775183,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
85,19:03:40.000 08/15/2024,41.88775183,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
86,19:03:41.000 08/15/2024,41.88775183,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
87,19:03:42.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
88,19:03:43.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
89,19:03:44.000 08/15/2024,41.88775167,-87.65903150,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
90,19:03:45.000 08/15/2024,41.88775167,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
91,19:03:46.000 08/15/2024,41.88775167,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
92,19:03:47.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
93,19:03:48.000 08/15/2024,41.88775183,-87.65903133,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
94,19:03:49.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
95,19:03:50.000 08/15/2024,41.88775167,-87.65903183,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
96,19:03:51.000 08/15/2024,41.88775183,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
97,19:03:52.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
98,19:03:53.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
99,19:03:54.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
100,19:03:55.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
101,19:03:56.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
102,19:03:57.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
103,19:03:58.000 08/15/2024,41.88775167,-87.65903167,146.800,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
104,19:03:59.000 08/15/2024,41.88775200,-87.65903217,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
105,19:04:00.000 08/15/2024,41.88775217,-87.65903217,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
106,19:04:01.000 08/15/2024,41.88775217,-87.65903200,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
107,19:04:02.000 08/15/2024,41.88775200,-87.65903200,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
108,19:04:03.000 08/15/2024,41.88775200,-87.65903200,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
109,19:04:04.000 08/15/2024,41.88775217,-87.65903200,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
110,19:04:05.000 08/15/2024,41.88775200,-87.65903183,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
111,19:04:06.000 08/15/2024,41.88775217,-87.65903183,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
112,19:04:07.000 08/15/2024,41.88775200,-87.65903183,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
113,19:04:08.000 08/15/2024,41.88775217,-87.65903183,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
114,19:04:09.000 08/15/2024,41.88775217,-87.65903183,146.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
115,19:04:10.000 08/15/2024,41.88775217,-87.65903183,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
116,19:04:11.000 08/15/2024,41.88775217,-87.65903183,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
117,19:04:12.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
118,19:04:13.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
119,19:04:14.000 08/15/2024,41.88775217,-87.65903183,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
120,19:04:15.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,2
121,19:04:16.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
122,19:04:17.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,26,1
123,19:04:18.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,26,1
124,19:04:19.000 08/15/2024,41.88775217,-87.65903167,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,26,1
125,19:04:20.000 08/15/2024,41.88775233,-87.65903183,146.500,1.2,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
126,19:04:21.000 08/15/2024,41.88775233,-87.65903200,146.600,1.2,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
127,19:04:22.000 08/15/2024,41.88775250,-87.65903183,146.600,1.2,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
128,19:04:23.000 08/15/2024,41.88775233,-87.65903200,146.600,1.2,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
129,19:04:24.000 08/15/2024,41.88775233,-87.65903200,146.600,1.2,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
130,19:04:25.000 08/15/2024,41.88775167,-87.65903200,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
131,19:04:26.000 08/15/2024,41.88775200,-87.65903233,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
132,19:04:27.000 08/15/2024,41.88775083,-87.65903050,147.300,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
133,19:04:28.000 08/15/2024,41.88774533,-87.65902100,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
134,19:04:29.000 08/15/2024,41.88774117,-87.65900733,148.100,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
135,19:04:30.000 08/15/2024,41.88774150,-87.65899167,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
136,19:04:31.000 08/15/2024,41.88774217,-87.65897467,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
137,19:04:32.000 08/15/2024,41.88774233,-87.65895933,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
138,19:04:33.000 08/15/2024,41.88774183,-87.65895200,148.100,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
139,19:04:34.000 08/15/2024,41.88774267,-87.65895850,148.100,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
140,19:04:35.000 08/15/2024,41.88774383,-87.65896867,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
141,19:04:36.000 08/15/2024,41.88774217,-87.65897733,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
142,19:04:37.000 08/15/2024,41.88773900,-87.65898417,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
143,19:04:38.000 08/15/2024,41.88773750,-87.65898950,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
144,19:04:39.000 08/15/2024,41.88773750,-87.65899367,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
145,19:04:40.000 08/15/2024,41.88773750,-87.65899650,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
146,19:04:41.000 08/15/2024,41.88773883,-87.65900133,147.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
147,19:04:42.000 08/15/2024,41.88773850,-87.65900517,146.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
148,19:04:43.000 08/15/2024,41.88773850,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
149,19:04:44.000 08/15/2024,41.88773867,-87.65900567,146.400,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
150,19:04:45.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
151,19:04:46.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
152,19:04:47.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
153,19:04:48.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
154,19:04:49.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
155,19:04:50.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
156,19:04:51.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
157,19:04:52.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
158,19:04:53.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
159,19:04:54.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
160,19:04:55.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
161,19:04:56.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
162,19:04:57.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
163,19:04:58.000 08/15/2024,41.88773867,-87.65900617,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,26,1
164,19:04:59.000 08/15/2024,41.88773850,-87.65900617,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
165,19:05:00.000 08/15/2024,41.88773850,-87.65900617,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
166,19:05:01.000 08/15/2024,41.88773850,-87.65900617,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
167,19:05:02.000 08/15/2024,41.88773850,-87.65900600,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,25,1
168,19:05:03.000 08/15/2024,41.88773850,-87.65900600,146.500,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,27,1
169,19:05:04.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
170,19:05:05.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
171,19:05:06.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
172,19:05:07.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
173,19:05:08.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
174,19:05:09.000 08/15/2024,41.88773850,-87.65900600,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
175,19:05:10.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
176,19:05:11.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
177,19:05:12.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
178,19:05:13.000 08/15/2024,41.88773850,-87.65900583,146.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
179,19:05:14.000 08/15/2024,41.88773850,-87.65900583,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
180,19:05:15.000 08/15/2024,41.88773850,-87.65900583,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
181,19:05:16.000 08/15/2024,41.88773850,-87.65900583,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
182,19:05:17.000 08/15/2024,41.88773850,-87.65900567,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
183,19:05:18.000 08/15/2024,41.88773850,-87.65900583,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
184,19:05:19.000 08/15/2024,41.88773817,-87.65900633,146.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
185,19:05:20.000 08/15/2024,41.88773750,-87.65900667,146.700,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
186,19:05:21.000 08/15/2024,41.88773717,-87.65900300,147.500,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
187,19:05:22.000 08/15/2024,41.88773233,-87.65899800,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
188,19:05:23.000 08/15/2024,41.88772333,-87.65899733,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
189,19:05:24.000 08/15/2024,41.88771300,-87.65899983,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
190,19:05:25.000 08/15/2024,41.88770217,-87.65900283,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
191,19:05:26.000 08/15/2024,41.88769150,-87.65900517,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
192,19:05:27.000 08/15/2024,41.88768017,-87.65900800,148.100,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
193,19:05:28.000 08/15/2024,41.88766883,-87.65901050,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
194,19:05:29.000 08/15/2024,41.88765833,-87.65901383,148.000,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
195,19:05:30.000 08/15/2024,41.88764800,-87.65901783,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
196,19:05:31.000 08/15/2024,41.88763767,-87.65902167,147.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
197,19:05:32.000 08/15/2024,41.88762667,-87.65902467,147.600,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
198,19:05:33.000 08/15/2024,41.88761683,-87.65902583,147.700,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
199,19:05:34.000 08/15/2024,41.88760750,-87.65902450,147.700,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
200,19:05:35.000 08/15/2024,41.88759750,-87.65902383,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
201,19:05:36.000 08/15/2024,41.88758750,-87.65902433,147.800,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
202,19:05:37.000 08/15/2024,41.88757783,-87.65902450,147.900,1.1,0.6,3D,Yes,,,,,,1.0,,Yes,27,1
203,19:05:38.000 08/15/2024,41.88756717,-87.65902317,147.900,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,27,1
204,19:05:39.000 08/15/2024,41.88755633,-87.65902233,147.900,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
